发震时刻,经度,纬度,深度（千米）,参考位置,震级
1943/11/3 2:16,121.60 ,23.90 ,,台湾花莲县,5.2
1943/11/3 0:59,121.70 ,23.90 ,,台湾花莲县海域,5.1
1943/10/23 0:01,122.30 ,24.30 ,,台湾花莲县海域,6.3
1943/10/22 23:15,121.60 ,23.90 ,,台湾花莲县,5.4
1943/10/10 8:43,82.00 ,35.00 ,,西藏阿里地区日土县,5.5
1943/10/2 15:57,122.20 ,25.40 ,,台湾基隆市海域,5.8
1943/9/9 1:18,121.30 ,22.80 ,,台湾台东县海域,5.6
1943/8/29 18:20,120.50 ,24.70 ,,台湾苗栗县海域,5.1
1943/7/19 8:29,121.40 ,23.60 ,,台湾花莲县,5.4
1943/7/16 23:43,121.90 ,24.30 ,,台湾花莲县海域,5.4
1943/7/15 19:53,78.40 ,40.00 ,,新疆喀什地区巴楚县,5.5
1943/7/2 14:48,120.70 ,24.40 ,,台湾台中市,5.2
1943/4/12 12:14,123.10 ,23.50 ,,先岛群岛海域,5.4
1943/4/5 9:56,73.30 ,39.30 ,,新疆克孜勒苏州阿克陶县,6.5
1943/3/31 —:—,100.10 ,25.70 ,,云南大理州大理市,5.5
1943/3/2 17:04,90.10 ,33.00 ,,西藏那曲市安多县,5.8
1943/2/24 7:19,100.50 ,22.00 ,,云南西双版纳州勐海县,5.8
1943/2/9 5:05,92.00 ,27.00 ,,西藏山南市错那县,5.5
1942/12/9 14:10,121.60 ,24.30 ,,台湾花莲县,5.1
1942/11/7 19:56,122.20 ,24.00 ,,台湾花莲县海域,5.8
1942/11/7 19:46,122.20 ,24.00 ,,台湾花莲县海域,5.1
1942/11/7 5:25,121.50 ,24.60 ,,台湾宜兰县,5.7
1942/9/24 11:38,121.70 ,23.90 ,,台湾花莲县海域,6.5
1942/9/3 15:44,95.30 ,29.80 ,,西藏林芝市波密县,5.5
1942/9/2 2:59,127.00 ,47.00 ,,黑龙江绥化市北林区,6
1942/7/26 14:53,122.00 ,24.40 ,,台湾宜兰县海域,5.2
1942/7/9 5:22,122.00 ,43.00 ,,内蒙古通辽市科尔沁区,6
1942/7/9 3:35,122.10 ,21.50 ,,巴坦群岛海域,5.1
1942/5/25 5:19,121.50 ,22.90 ,,台湾台东县海域,6
1942/4/29 3:40,122.00 ,24.00 ,,台湾花莲县海域,5.1
1942/3/28 2:38,82.50 ,46.90 ,,新疆塔城地区塔城市,5.2
1942/3/25 7:37,122.10 ,24.30 ,,台湾花莲县海域,5.7
1942/2/1 1:30,100.30 ,23.10 ,,云南普洱市思茅区,6.8
1942/1/19 —:—,101.00 ,22.80 ,,云南普洱市思茅区,5
1942/1/11 1:50,122.20 ,23.10 ,,台湾台东县海域,5.2
1942/1/9 17:33,121.30 ,23.50 ,,台湾花莲县,5.8
1941/12/26 22:48,99.90 ,22.70 ,,云南普洱市澜沧县,7
1941/12/18 3:55,120.40 ,23.40 ,,台湾嘉义县,5.2
1941/12/18 3:29,120.40 ,23.40 ,,台湾嘉义县,6.6
1941/12/17 3:19,120.30 ,23.30 ,,台湾嘉义县,7
1941/12/15 —:—,102.50 ,23.70 ,,云南红河州石屏县,5
1941/12/7 —:—,101.70 ,23.40 ,,云南普洱市墨江县,5
1941/12/4 22:48,90.50 ,43.00 ,,新疆吐鲁番市鄯善县,5.8
1941/10/31 14:31,98.40 ,25.40 ,,云南保山市腾冲市,6.3
1941/10/8 23:24,102.30 ,31.70 ,,四川阿坝州黑水县,6
1941/10/1 16:24,122.00 ,24.70 ,,台湾宜兰县海域,5.6
1941/9/21 14:19,115.60 ,25.15 ,,江西赣州市寻乌县,5.8
1941/9/14 8:17,121.00 ,22.90 ,,台湾台东县,5.2
1941/9/6 11:17,92.00 ,27.00 ,,西藏山南市错那县,6
1941/9/6 1:10,74.80 ,40.00 ,,新疆克孜勒苏州乌恰县,5.5
1941/8/14 17:38,85.40 ,44.10 ,,新疆塔城地区沙湾市,5.8
1941/8/2 17:21,100.00 ,30.00 ,,四川甘孜州理塘县,5
1941/8/1 11:48,85.30 ,32.90 ,,西藏阿里地区改则县,5.3
1941/6/12 7:13,102.50 ,30.10 ,,四川雅安市天全县,6
1941/5/22 9:00,93.10 ,26.70 ,,西藏山南市错那县,5.5
1941/5/16 15:14,99.40 ,23.60 ,,云南临沧市耿马县,7
1941/5/14 15:08,98.40 ,25.80 ,,云南保山市腾冲市,5.5
1941/5/5 23:18,127.20 ,47.00 ,,黑龙江绥化市北林区,6
1941/4/19 15:53,97.00 ,39.10 ,,青海海西州天峻县,6
1941/4/5 6:00,83.00 ,46.30 ,,新疆塔城地区塔城市,5.5
1941/4/4 23:32,120.60 ,19.60 ,,南海海域,5.5
1941/2/23 17:56,96.00 ,28.00 ,,西藏林芝市察隅县,5.5
1941/2/7 20:22,108.50 ,28.00 ,,贵州铜仁市印江县,5
1941/2/5 1:04,121.50 ,22.90 ,,台湾台东县海域,5.5
1941/1/27 10:30,92.00 ,27.00 ,,西藏山南市错那县,6.5
1941/1/21 20:42,91.90 ,27.50 ,,西藏山南市错那县,6.8
1941/1/3 22:15,121.80 ,24.00 ,,台湾花莲县海域,5.1
1940/12/28 0:57,73.20 ,39.50 ,,新疆克孜勒苏州阿克陶县,5
1940/12/2 20:08,76.30 ,40.50 ,,新疆克孜勒苏州阿图什市,5.3
1940/11/26 17:49,122.30 ,24.60 ,,台湾宜兰县海域,5.4
1940/11/22 21:06,131.50 ,43.70 ,,黑龙江牡丹江市东宁市,6
1940/11/17 2:20,122.10 ,24.60 ,,台湾宜兰县海域,5.1
1940/11/7 0:11,103.60 ,28.70 ,,四川乐山市马边县,5.5
1940/10/4 12:35,91.50 ,30.50 ,,西藏拉萨市当雄县,6
1940/10/3 9:03,120.80 ,19.40 ,,南海海域,5
1940/9/5 3:11,91.50 ,33.50 ,,青海海西州格尔木市,5.8
1940/9/4 3:57,91.50 ,30.50 ,,西藏拉萨市当雄县,5.5
1940/9/3 22:40,91.70 ,30.70 ,,西藏拉萨市当雄县,6.3
1940/8/31 8:27,121.70 ,24.30 ,,台湾花莲县,5.7
1940/8/30 23:02,79.60 ,44.60 ,,新疆伊犁州霍城县,5.5
1940/8/29 16:03,90.90 ,34.80 ,,青海海西州乌兰县,5.8
1940/8/6 5:29,122.00 ,23.00 ,,台湾台东县海域,5.8
1940/8/5 17:55,122.00 ,40.20 ,,辽宁营口市盖州市,5.8
1940/7/10 13:49,131.00 ,44.00 ,,黑龙江牡丹江市东宁市,7.3
1940/6/19 —:—,102.60 ,24.50 ,,云南玉溪市红塔区,5.8
1940/5/21 15:23,120.50 ,23.80 ,,台湾云林县,5.2
1940/5/14 6:40,121.70 ,24.00 ,,台湾花莲县海域,5.2
1940/4/14 17:19,75.70 ,39.90 ,,新疆克孜勒苏州阿图什市,5
1940/4/6 21:43,102.30 ,23.90 ,,云南红河州石屏县,6
1940/4/3 —:—,102.40 ,24.40 ,,云南玉溪市红塔区,5
1940/3/17 23:08,82.50 ,42.50 ,,新疆阿克苏地区库车市,5.5
1940/2/22 21:30,122.00 ,20.40 ,,南海海域,5.3
1940/2/16 9:01,94.00 ,32.50 ,,西藏那曲市巴青县,5.5
1940/2/13 19:46,92.00 ,27.00 ,,西藏山南市错那县,5.3
1940/2/5 15:59,84.00 ,45.50 ,,新疆塔城地区托里县,5.8
1940/1/19 13:23,121.30 ,42.70 ,,内蒙古通辽市库伦旗,6
1940/1/10 19:17,98.80 ,35.00 ,,青海果洛州玛多县,5.8
1940/1/1 13:01,122.50 ,24.00 ,,台湾花莲县海域,5.2
1940/—/— —:—,103.90 ,31.60 ,,四川阿坝州茂县,5.5
1939/12/20 3:28,120.70 ,24.30 ,,台湾台中市,5.1
1939/11/7 11:53,120.70 ,24.40 ,,台湾台中市,5.8
1939/9/19 —:—,102.60 ,24.40 ,,云南玉溪市红塔区,5.5
1939/8/6 13:38,123.10 ,25.00 ,,先岛群岛以北海域,5.1
1939/7/6 11:51,82.50 ,42.50 ,,新疆阿克苏地区库车市,5.5
1939/6/30 5:05,93.00 ,44.00 ,,新疆哈密市巴里坤县,5.5
1939/6/18 20:23,82.50 ,42.50 ,,新疆阿克苏地区库车市,5.5
1939/6/18 11:51,121.60 ,23.20 ,,台湾台东县海域,5.5
1939/6/16 15:35,94.50 ,41.00 ,,甘肃酒泉市敦煌市,5.3
1939/5/30 8:52,76.70 ,39.40 ,,新疆喀什地区伽师县,5.5
1939/5/16 15:20,121.70 ,23.90 ,,台湾花莲县海域,6
1939/4/26 19:16,120.60 ,19.60 ,,南海海域,6
1939/4/18 3:15,77.10 ,39.90 ,,新疆克孜勒苏州阿图什市,5
1939/3/20 9:56,82.50 ,42.50 ,,新疆阿克苏地区库车市,5.5
1939/3/17 20:12,82.50 ,42.50 ,,新疆阿克苏地区库车市,5.8
1939/3/13 —:—,104.70 ,36.60 ,,甘肃白银市靖远县,5
1939/2/23 23:40,82.50 ,42.50 ,,新疆阿克苏地区库车市,6
1939/1/8 —:—,121.60 ,37.10 ,,山东威海市乳山市,5.5
1938/12/23 0:56,123.10 ,24.10 ,,先岛群岛海域,5.9
1938/12/19 12:53,119.00 ,18.30 ,,南海海域,5
1938/12/9 13:02,121.50 ,22.90 ,,台湾台东县海域,5.8
1938/12/7 23:00,121.50 ,22.90 ,,台湾台东县海域,5.8
1938/12/7 18:12,121.50 ,22.90 ,,台湾台东县海域,5.5
1938/12/7 7:00,121.50 ,22.90 ,,台湾台东县海域,7
1938/12/3 6:14,90.40 ,33.20 ,,西藏那曲市安多县,6
1938/11/21 14:58,121.70 ,23.90 ,,台湾花莲县海域,5.8
1938/11/21 9:11,95.30 ,29.90 ,,西藏林芝市波密县,6
1938/11/19 10:27,121.40 ,24.50 ,,台湾宜兰县,5.1
1938/10/26 11:27,102.00 ,25.00 ,,云南楚雄州禄丰市,5.5
1938/10/21 14:46,131.00 ,43.50 ,,黑龙江牡丹江市东宁市,6.3
1938/10/13 23:26,121.70 ,23.90 ,,台湾花莲县海域,6.3
1938/9/30 17:02,78.10 ,35.10 ,,新疆和田地区和田县,5
1938/9/21 6:04,90.50 ,48.20 ,,新疆阿勒泰地区富蕴县,5.3
1938/9/18 21:42,121.30 ,23.40 ,,台湾花莲县,5.3
1938/9/14 16:50,120.60 ,24.40 ,,台湾台中市,5.3
1938/9/7 12:03,121.70 ,23.90 ,,台湾花莲县海域,7
1938/9/1 10:54,122.40 ,23.70 ,,台湾花莲县海域,6
1938/8/28 8:35,122.50 ,21.60 ,,巴坦群岛海域,6
1938/8/23 16:16,92.90 ,32.20 ,,西藏那曲市巴青县,5.5
1938/8/23 5:37,98.50 ,37.40 ,,青海海西州天峻县,6
1938/8/19 6:17,121.60 ,24.20 ,,台湾花莲县,5.2
1938/8/10 20:08,121.10 ,23.50 ,,台湾花莲县,5.2
1938/6/17 6:50,121.10 ,24.60 ,,台湾苗栗县,5.3
1938/5/23 16:21,119.50 ,18.00 ,,南海海域,7
1938/5/14 20:03,99.50 ,21.70 ,,云南普洱市澜沧县,6
1938/4/10 13:05,98.70 ,36.30 ,,青海海西州都兰县,5.8
1938/4/2 5:31,120.50 ,20.00 ,,南海海域,6
1938/4/1 8:43,120.50 ,20.00 ,,南海海域,5.5
1938/4/1 6:31,120.50 ,20.00 ,,南海海域,6.5
1938/3/14 13:14,103.60 ,32.30 ,,四川阿坝州松潘县,6
1938/3/4 10:38,121.40 ,23.20 ,,台湾台东县海域,5.2
1938/2/26 20:10,90.50 ,28.00 ,,西藏山南市洛扎县,5.3
1938/2/8 21:13,122.10 ,24.80 ,,台湾宜兰县海域,5.8
1938/1/29 12:13,87.00 ,27.50 ,,西藏日喀则市定日县,5.5
1938/1/4 12:49,98.00 ,32.50 ,,四川甘孜州石渠县,5.3
1937/12/17 17:32,121.20 ,22.70 ,,台湾台东县海域,6.8
1937/12/14 2:53,121.20 ,22.70 ,,台湾台东县海域,6.8
1937/12/9 4:38,121.50 ,22.90 ,,台湾台东县海域,6
1937/12/8 18:41,121.40 ,23.10 ,,台湾台东县海域,5.3
1937/12/8 17:54,121.50 ,23.10 ,,台湾台东县海域,5.2
1937/12/8 16:32,121.20 ,22.90 ,,台湾台东县,7
1937/11/26 18:45,123.00 ,24.00 ,,先岛群岛海域,6
1937/11/25 13:34,121.10 ,24.60 ,,台湾苗栗县,5
1937/11/18 12:39,80.10 ,42.60 ,,新疆伊犁州昭苏县,5.1
1937/11/17 6:28,99.50 ,34.50 ,,青海果洛州甘德县,5
1937/11/16 5:37,78.00 ,35.00 ,,新疆和田地区和田县,6.5
1937/11/10 —:—,102.80 ,24.90 ,,云南昆明市呈贡区,5
1937/11/9 14:25,121.60 ,24.60 ,,台湾宜兰县,5
1937/8/15 19:36,90.00 ,30.00 ,,西藏拉萨市尼木县,5.8
1937/8/8 12:58,86.00 ,43.00 ,,新疆巴音郭楞州和静县,5.5
1937/8/1 18:41,115.20 ,35.30 ,,山东菏泽市东明县,6.8
1937/8/1 4:35,115.10 ,35.40 ,,山东菏泽市东明县,7
1937/6/11 1:—,126.60 ,44.20 ,,吉林吉林市龙潭区,5
1937/5/1 3:32,81.50 ,30.00 ,,西藏阿里地区普兰县,5.5
1937/4/14 23:05,123.00 ,24.20 ,,先岛群岛海域,5.1
1937/4/12 4:43,120.50 ,23.70 ,,台湾云林县,5
1937/4/9 22:05,120.50 ,23.70 ,,台湾云林县,5.3
1937/4/3 19:50,120.80 ,23.30 ,,台湾嘉义县,5.1
1937/4/3 19:20,120.00 ,24.00 ,,台湾彰化县海域,5.3
1937/3/31 18:36,90.50 ,28.00 ,,西藏山南市洛扎县,5
1937/3/30 19:38,121.00 ,24.50 ,,台湾台中市,5.3
1937/2/23 8:09,98.40 ,25.80 ,,云南怒江州泸水市,5.5
1937/2/13 18:58,98.00 ,35.00 ,,青海果洛州玛多县,5
1937/2/12 13:33,98.00 ,35.50 ,,青海果洛州玛多县,5.8
1937/1/29 12:07,122.20 ,23.80 ,,台湾花莲县海域,5.2
1937/1/8 1:45,97.70 ,35.50 ,,青海海西州都兰县,5.8
1937/1/7 21:20,97.60 ,35.50 ,,青海海西州都兰县,7.5
1936/11/30 6:50,121.30 ,22.30 ,,台湾台东县海域,5.5
1936/11/23 9:30,86.90 ,30.50 ,,西藏日喀则市昂仁县,5.8
1936/11/12 1:11,74.20 ,39.50 ,,新疆克孜勒苏州乌恰县,5.5
1936/9/25 4:51,105.10 ,28.70 ,,四川宜宾市江安县,5
1936/9/13 1:59,120.60 ,24.40 ,,台湾台中市,5.5
1936/9/7 10:30,87.00 ,27.50 ,,西藏日喀则市定日县,5.5
1936/8/22 19:09,121.30 ,22.30 ,,台湾台东县海域,5.5
1936/8/22 14:51,120.80 ,22.30 ,,台湾台东县,7.2
1936/8/17 —:—,103.00 ,26.60 ,,云南曲靖市会泽县,5.5
1936/8/10 0:07,120.50 ,19.50 ,,南海海域,5.3
1936/8/4 22:09,121.00 ,20.00 ,,南海海域,5.5
1936/8/3 18:08,125.00 ,26.00 ,,东海海域,5.3
1936/8/1 14:24,105.70 ,34.20 ,,甘肃天水市秦州区,6
1936/7/21 7:54,120.60 ,24.40 ,,台湾台中市,5
1936/7/8 16:32,121.40 ,23.10 ,,台湾台东县海域,5.5
1936/6/23 7:42,73.70 ,38.90 ,,新疆克孜勒苏州阿克陶县,5.3
1936/5/28 20:28,120.80 ,21.70 ,,台湾屏东县海域,5.8
1936/5/20 0:24,89.30 ,42.50 ,,新疆吐鲁番市高昌区,5.3
1936/5/16 15:05,103.60 ,28.50 ,,四川乐山市马边县,6.8
1936/5/16 14:45,103.90 ,29.10 ,,四川乐山市马边县,5.5
1936/5/8 23:24,103.60 ,28.90 ,,四川乐山市马边县,5.8
1936/4/29 2:27,103.60 ,28.80 ,,四川乐山市马边县,5.5
1936/4/27 13:42,103.20 ,28.70 ,,四川乐山市马边县,6
1936/4/27 11:36,103.20 ,28.70 ,,四川乐山市马边县,5.5
1936/4/27 9:33,103.50 ,28.90 ,,四川乐山市马边县,5.8
1936/4/27 7:59,103.60 ,28.90 ,,四川乐山市马边县,6.8
1936/4/23 —:—,113.20 ,22.70 ,,广东中山市,5
1936/4/11 4:01,106.20 ,42.00 ,,内蒙古巴彦淖尔市杭锦后旗,5.5
1936/4/9 8:53,73.00 ,39.00 ,,新疆克孜勒苏州阿克陶县,5
1936/4/1 —:—,109.40 ,22.50 ,,广西钦州市灵山县,6.8
1936/3/8 8:27,121.40 ,23.70 ,,台湾花莲县,5.3
1936/2/18 22:30,89.00 ,31.00 ,,西藏那曲市申扎县,5.5
1936/2/18 —:—,102.80 ,24.10 ,,云南玉溪市通海县,5
1936/2/11 12:48,87.00 ,27.50 ,,西藏日喀则市定日县,5.5
1936/2/7 16:56,103.40 ,35.40 ,,甘肃临夏州康乐县,6.8
1936/1/28 3:30,91.60 ,45.00 ,,新疆昌吉州木垒县,6
1936/1/1 11:47,89.90 ,46.00 ,,新疆阿勒泰地区青河县,5.5
1935/12/29 11:31,98.50 ,25.50 ,,云南保山市腾冲市,5.3
1935/12/19 21:26,103.20 ,28.70 ,,四川乐山市马边县,5.3
1935/12/19 0:59,103.30 ,29.10 ,,四川乐山市马边县,6
1935/12/18 16:04,103.20 ,28.70 ,,四川乐山市马边县,5.8
1935/12/18 15:10,103.60 ,28.70 ,,四川乐山市马边县,6
1935/11/30 3:32,93.90 ,38.90 ,,青海海西州茫崖市,5.5
1935/10/30 10:31,91.00 ,30.50 ,,西藏拉萨市当雄县,5.3
1935/10/6 22:45,90.50 ,35.00 ,,青海海西州乌兰县,5.5
1935/9/29 14:36,77.80 ,40.20 ,,新疆喀什地区巴楚县,5.5
1935/9/4 11:28,121.30 ,22.30 ,,台湾台东县海域,6
1935/9/4 9:54,121.30 ,22.30 ,,台湾台东县海域,6
1935/9/4 9:37,121.30 ,22.20 ,,台湾屏东县海域,7.2
1935/8/18 4:26,119.50 ,18.50 ,,南海海域,6
1935/8/10 0:48,120.30 ,22.70 ,,台湾高雄市,5
1935/7/31 17:58,73.50 ,39.50 ,,新疆克孜勒苏州乌恰县,5.3
1935/7/30 7:16,73.50 ,39.50 ,,新疆克孜勒苏州乌恰县,5.8
1935/7/26 18:32,101.10 ,33.30 ,,青海果洛州久治县,6
1935/7/26 17:10,101.00 ,33.10 ,,青海果洛州久治县,5.5
1935/7/17 0:18,120.80 ,24.60 ,,台湾苗栗县,6.5
1935/7/14 19:32,76.10 ,39.30 ,,新疆喀什地区疏勒县,5.3
1935/7/12 9:41,92.80 ,43.80 ,,新疆哈密市巴里坤县,5.8
1935/7/7 21:23,119.00 ,17.40 ,,南海海域,6.3
1935/6/23 15:13,90.00 ,43.50 ,,新疆昌吉州奇台县,5.3
1935/6/7 10:50,120.50 ,24.20 ,,台湾台中市,5.8
1935/5/30 3:42,120.80 ,24.00 ,,台湾南投县,5.8
1935/5/21 12:22,89.50 ,28.80 ,,西藏日喀则市江孜县,6.3
1935/5/7 1:40,121.50 ,24.50 ,,台湾宜兰县,5
1935/5/5 7:02,120.80 ,24.80 ,,台湾新竹县,6
1935/4/22 3:13,120.90 ,24.60 ,,台湾新竹县,5.3
1935/4/21 6:26,120.90 ,24.70 ,,台湾新竹县,6
1935/4/21 6:01,120.80 ,24.30 ,,台湾苗栗县,7.1
1935/4/— —:—,103.00 ,23.50 ,,云南红河州建水县,5.5
1935/3/29 7:47,131.00 ,43.00 ,,吉林延边州珲春市,6.3
1935/3/24 22:27,123.10 ,21.90 ,,巴坦群岛以东海域,5.3
1935/3/4 6:46,89.00 ,30.10 ,,西藏日喀则市南木林县,5
1935/2/22 16:55,121.80 ,24.20 ,,台湾花莲县海域,6
1935/2/18 0:13,121.60 ,24.00 ,,台湾花莲县,5
1935/2/15 —:—,104.00 ,27.00 ,,贵州毕节市威宁县,5.5
1935/2/10 3:19,122.10 ,24.90 ,,台湾宜兰县海域,6.3
1935/1/3 9:50,88.20 ,30.80 ,,西藏那曲市申扎县,6.5
1935/1/3 6:23,87.90 ,29.80 ,,西藏日喀则市谢通门县,5.3
1934/12/21 20:39,89.20 ,31.80 ,,西藏那曲市申扎县,5.5
1934/12/21 14:34,89.10 ,30.90 ,,西藏那曲市申扎县,5.3
1934/12/18 19:22,89.30 ,31.00 ,,西藏那曲市申扎县,5.8
1934/12/17 11:36,121.80 ,24.20 ,,台湾花莲县海域,5
1934/12/15 9:57,89.00 ,31.30 ,,西藏那曲市申扎县,7
1934/12/15 4:42,88.80 ,31.30 ,,西藏那曲市申扎县,5.5
1934/11/12 5:17,122.00 ,24.50 ,,台湾宜兰县海域,5.3
1934/10/27 —:—,119.20 ,39.90 ,,河北秦皇岛市抚宁区,5
1934/10/20 4:58,82.00 ,33.80 ,,西藏阿里地区日土县,5.8
1934/9/23 —:—,105.70 ,36.60 ,,宁夏中卫市海原县,5
1934/8/11 16:18,121.50 ,24.80 ,,台湾新北市,6.5
1934/8/11 6:44,122.00 ,24.50 ,,台湾宜兰县海域,5.3
1934/8/7 19:50,87.70 ,44.60 ,,新疆乌鲁木齐市乌鲁木齐县,6
1934/7/28 10:06,77.50 ,41.00 ,,新疆克孜勒苏州阿合奇县,5.8
1934/7/25 19:37,90.40 ,46.10 ,,新疆阿勒泰地区青河县,5.3
1934/6/23 13:19,92.80 ,33.00 ,,青海玉树州杂多县,6
1934/6/9 —:—,103.70 ,32.00 ,,四川阿坝州茂县,5.5
1934/5/21 12:36,118.20 ,25.00 ,,福建泉州市安溪县,5.8
1934/5/3 —:—,103.10 ,26.60 ,,云南曲靖市会泽县,5.3
1934/4/20 7:26,93.00 ,33.00 ,,青海玉树州杂多县,5
1934/4/16 21:40,121.50 ,21.50 ,,台湾屏东县海域,6
1934/4/14 6:03,124.50 ,25.50 ,,先岛群岛以东海域,6
1934/4/12 17:10,98.50 ,25.50 ,,云南保山市腾冲市,5.5
1934/3/18 8:16,116.20 ,31.30 ,,安徽六安市霍山县,5
1934/3/12 3:09,96.50 ,38.40 ,,甘肃酒泉市阿克塞县,5.8
1934/3/5 13:52,122.20 ,24.50 ,,台湾宜兰县海域,5
1934/3/— —:—,103.70 ,32.00 ,,四川阿坝州茂县,5
1934/2/14 11:59,119.00 ,17.50 ,,南海海域,7.6
1934/1/22 15:49,122.00 ,25.50 ,,台湾基隆市海域,5.8
1934/1/21 14:55,122.00 ,25.50 ,,台湾基隆市海域,5.8
1934/1/21 6:52,122.00 ,25.50 ,,台湾基隆市海域,6
1934/1/21 1:56,108.80 ,41.00 ,,内蒙古巴彦淖尔市五原县,6.3
1934/1/19 20:33,98.30 ,25.90 ,,云南怒江州泸水市,6
1934/1/16 12:59,86.00 ,28.00 ,,西藏日喀则市聂拉木县,5.3
1934/1/12 21:31,102.70 ,23.70 ,,云南红河州石屏县,6
1933/12/30 16:46,123.00 ,24.00 ,,先岛群岛海域,5.3
1933/11/19 17:08,98.00 ,25.00 ,,云南保山市腾冲市,5.5
1933/11/6 4:27,98.40 ,26.00 ,,云南怒江州泸水市,5.5
1933/10/15 —:—,104.00 ,31.80 ,,四川阿坝州茂县,5.8
1933/9/26 2:51,86.90 ,38.30 ,,新疆巴音郭楞州若羌县,6.8
1933/9/9 13:02,130.00 ,44.00 ,,黑龙江牡丹江市穆棱市,6.3
1933/8/25 19:38,103.40 ,31.70 ,,四川阿坝州理县,5
1933/8/25 15:50,103.40 ,31.90 ,,四川阿坝州茂县,7.5
1933/8/11 16:54,98.40 ,25.90 ,,云南怒江州泸水市,6.5
1933/8/5 1:32,98.00 ,25.50 ,,云南保山市腾冲市,5
1933/7/24 16:37,131.00 ,42.50 ,,吉林延边州珲春市东部海域,5.8
1933/7/15 0:03,131.00 ,43.00 ,,吉林延边州珲春市,5.5
1933/7/11 15:46,96.00 ,40.50 ,,甘肃酒泉市瓜州县,5.3
1933/6/7 19:46,99.90 ,27.50 ,,云南迪庆州香格里拉市,6.3
1933/5/20 1:20,98.50 ,38.00 ,,青海海西州天峻县,5.3
1933/5/13 0:10,97.90 ,24.30 ,,云南德宏州陇川县,5.5
1933/5/4 7:31,121.80 ,24.20 ,,台湾花莲县海域,5.5
1933/4/19 14:44,121.50 ,24.30 ,,台湾花莲县,6.5
1933/4/1 5:59,97.40 ,36.80 ,,青海海西州乌兰县,5.3
1933/3/1 —:—,100.20 ,26.90 ,,云南丽江市古城区,5
1933/2/19 12:26,123.00 ,25.00 ,,先岛群岛以北海域,5.8
1933/2/13 10:49,90.50 ,46.30 ,,新疆阿勒泰地区青河县,6.5
1933/1/22 0:23,89.50 ,47.00 ,,新疆阿勒泰地区富蕴县,5.5
1933/1/18 6:16,90.40 ,46.10 ,,新疆阿勒泰地区青河县,5.5
1933/1/17 23:59,97.00 ,40.00 ,,甘肃酒泉市玉门市,5.5
1932/12/25 10:04,96.70 ,39.70 ,,甘肃酒泉市玉门市,7.6
1932/12/16 3:33,121.00 ,21.00 ,,台湾屏东县海域,6
1932/11/10 2:30,92.00 ,26.50 ,,西藏山南市错那县,5.5
1932/11/3 —:—,103.10 ,24.50 ,,云南红河州弥勒市,5
1932/10/24 5:27,122.30 ,24.50 ,,台湾宜兰县海域,6.3
1932/10/9 20:49,122.50 ,23.50 ,,台湾花莲县海域,6
1932/9/11 22:13,83.00 ,45.10 ,,新疆博尔塔拉州精河县,6
1932/9/11 6:51,120.50 ,22.50 ,,台湾屏东县,5
1932/8/22 19:12,121.60 ,36.10 ,,黄海海域,6.3
1932/8/21 12:15,121.50 ,24.50 ,,台湾宜兰县,6.5
1932/8/5 8:46,120.00 ,21.00 ,,台湾屏东县海域,5
1932/6/22 6:59,112.00 ,16.50 ,,南海海域,5.5
1932/6/14 20:57,119.30 ,18.00 ,,南海海域,6.3
1932/6/7 —:—,103.20 ,23.40 ,,云南红河州个旧市,5
1932/4/6 17:11,115.00 ,31.40 ,,湖北黄冈市麻城市,6
1932/3/25 12:29,89.20 ,30.00 ,,西藏日喀则市南木林县,5.3
1932/3/7 —:—,101.80 ,30.10 ,,四川甘孜州康定市,6
1932/3/5 7:20,80.50 ,33.50 ,,西藏阿里地区日土县,5.5
1932/1/3 15:50,98.50 ,25.50 ,,云南保山市腾冲市,5.5
1932/—/— —:—,102.20 ,31.80 ,,四川阿坝州马尔康市,5
1931/12/7 7:00,102.00 ,34.50 ,,甘肃甘南州玛曲县,5.5
1931/11/5 20:19,90.00 ,47.00 ,,新疆阿勒泰地区富蕴县,6.3
1931/10/31 15:02,122.00 ,22.00 ,,台湾屏东县海域,5
1931/10/27 9:32,123.00 ,23.50 ,,先岛群岛海域,5.5
1931/10/24 20:37,122.20 ,24.00 ,,台湾花莲县海域,5.5
1931/10/18 15:06,98.00 ,26.00 ,,云南怒江州泸水市,5.5
1931/10/2 22:18,98.00 ,28.30 ,,西藏林芝市察隅县,5.3
1931/9/26 15:02,123.00 ,25.00 ,,先岛群岛以北海域,5
1931/9/21 18:27,113.10 ,19.80 ,,南海海域,6.8
1931/9/18 3:30,127.00 ,50.10 ,,黑龙江黑河市爱辉区,5.5
1931/9/13 —:—,90.80 ,28.30 ,,西藏山南市洛扎县,6.5
1931/8/26 18:50,90.00 ,46.90 ,,新疆阿勒泰地区富蕴县,5.5
1931/8/24 10:58,90.00 ,46.90 ,,新疆阿勒泰地区富蕴县,5
1931/8/18 22:21,90.00 ,47.20 ,,新疆阿勒泰地区富蕴县,7.3
1931/8/16 10:00,90.00 ,46.90 ,,新疆阿勒泰地区富蕴县,5.3
1931/8/12 14:59,88.40 ,48.10 ,,新疆阿勒泰地区阿勒泰市,5
1931/8/12 1:40,98.50 ,27.50 ,,云南怒江州贡山县,5.5
1931/8/11 15:03,90.00 ,46.90 ,,新疆阿勒泰地区富蕴县,5.5
1931/8/11 5:18,89.80 ,47.10 ,,新疆阿勒泰地区富蕴县,8
