发震时刻,经度,纬度,深度（千米）,参考位置,震级
2008/5/12 14:43,103.65 ,31.25 ,33,四川成都市都江堰市,6
2008/5/12 14:41,104.65 ,32.10 ,,四川平武,4.7
2008/5/12 14:28,103.40 ,31.00 ,14,四川阿坝州汶川县,8
2008/5/11 3:42,122.37 ,23.98 ,33,台湾花莲县海域,5.6
2008/4/24 2:28,121.68 ,22.95 ,33,台湾台东县海域,6.1
2008/4/20 21:14,82.82 ,46.02 ,33,新疆塔城地区裕民县,5.1
2008/4/10 15:17,74.80 ,39.63 ,8,新疆乌恰,4.8
2008/3/30 16:32,101.90 ,37.88 ,33,甘肃张掖市肃南县,5
2008/3/26 18:39,81.65 ,35.52 ,,新疆和田地区于田县,5.5
2008/3/24 15:58,81.87 ,35.57 ,,新疆于田,4.8
2008/3/24 10:28,81.70 ,35.38 ,,新疆于田,4.7
2008/3/24 4:56,81.57 ,35.82 ,,新疆和田地区于田县,5.2
2008/3/22 4:52,81.23 ,34.97 ,,西藏日土,4.7
2008/3/22 2:06,81.48 ,35.48 ,,新疆策勒,4.7
2008/3/21 20:36,97.67 ,24.58 ,33,云南德宏州盈江县,5
2008/3/21 20:02,81.48 ,35.33 ,,新疆和田地区策勒县,5
2008/3/21 14:16,81.52 ,35.83 ,,新疆于田,4.8
2008/3/21 12:03,81.62 ,35.48 ,,新疆于田,4.9
2008/3/21 9:08,81.35 ,35.65 ,,新疆策勒,4.7
2008/3/21 8:26,81.52 ,35.67 ,,新疆和田地区于田县,5.8
2008/3/21 8:10,81.37 ,35.48 ,,新疆和田地区策勒县,5.2
2008/3/21 7:55,81.52 ,35.58 ,,新疆策勒,4.7
2008/3/21 7:50,81.62 ,35.48 ,,新疆于田,4.8
2008/3/21 7:12,81.43 ,35.62 ,,新疆和田地区策勒县,5.6
2008/3/21 6:50,81.57 ,35.57 ,,新疆和田地区策勒县,5.2
2008/3/21 6:49,81.47 ,35.72 ,,新疆和田地区于田县,5
2008/3/21 6:38,81.32 ,35.52 ,,新疆和田地区策勒县,5.2
2008/3/21 6:35,81.25 ,35.58 ,,新疆和田地区策勒县,5.6
2008/3/21 6:33,81.43 ,35.80 ,33,新疆和田地区于田县,7.3
2008/3/5 1:31,120.72 ,23.23 ,10,台湾高雄市,5.1
2008/3/3 21:49,121.17 ,20.17 ,,巴坦群岛海域,4.9
2008/2/18 4:33,121.50 ,23.30 ,33,台湾台东县海域,5.5
2008/1/23 2:43,85.20 ,32.40 ,33,西藏阿里地区改则县,5.5
2008/1/17 14:25,84.27 ,43.65 ,24,新疆尼勒克,4.7
2008/1/16 19:54,85.20 ,32.50 ,33,西藏阿里地区改则县,6
2008/1/9 16:26,85.20 ,32.50 ,33,西藏阿里地区改则县,6.9
2007/12/30 17:55,84.83 ,36.15 ,,新疆且末,4.9
2007/11/13 13:57,79.92 ,36.72 ,,新疆和田,4.7
2007/10/17 22:39,121.45 ,23.65 ,,台湾花莲,4.7
2007/9/11 8:34,86.22 ,37.75 ,,新疆且末,4.9
2007/9/7 1:51,122.03 ,24.38 ,33,台湾宜兰县海域,6.3
2007/8/29 11:00,121.33 ,21.83 ,15,台湾屏东县海域,5.5
2007/8/9 8:55,121.10 ,22.65 ,10,台湾台东县海域,5.5
2007/7/23 21:40,121.52 ,23.87 ,33,台湾花莲县,5.5
2007/7/22 17:34,101.30 ,38.35 ,19,甘肃山丹,4.9
2007/7/20 18:06,82.30 ,42.92 ,20,新疆伊犁州特克斯县,5.7
2007/7/10 8:03,74.50 ,39.72 ,22,新疆乌恰,4.7
2007/6/18 12:23,101.07 ,34.17 ,20,甘肃玛曲,4.7
2007/6/3 5:34,101.02 ,23.05 ,33,云南普洱市宁洱县,6.4
2007/5/7 19:59,97.73 ,31.40 ,33,西藏昌都市江达县,5.6
2007/5/6 1:38,89.95 ,34.90 ,,青海治多、西藏班戈,4.7
2007/5/5 17:11,81.85 ,34.45 ,,西藏改则,4.7
2007/5/5 16:51,81.90 ,34.30 ,33,西藏阿里地区日土县,6.1
2007/4/16 6:20,74.63 ,39.52 ,25,新疆乌恰,4.7
2007/3/13 10:22,117.73 ,26.72 ,10,福建顺昌,4.7
2007/2/25 9:49,90.70 ,33.30 ,25,青海海西州格尔木市,5.3
2007/2/19 5:04,120.30 ,21.85 ,15,台湾屏东县海域,5.2
2007/2/3 6:32,91.80 ,38.00 ,33,青海海西州茫崖市,5.5
2007/1/25 18:59,121.93 ,22.78 ,15,台湾台东县海域,5.5
2007/1/16 11:10,122.42 ,24.05 ,15,台湾花莲县海域,5
2006/12/27 10:30,120.33 ,22.22 ,15,台湾屏东县海域,5.3
2006/12/27 1:35,120.42 ,21.98 ,15,台湾屏东县海域,5
2006/12/26 23:41,120.20 ,22.32 ,15,台湾屏东县海域,5
2006/12/26 20:34,120.60 ,21.90 ,33,台湾屏东县海域,6.7
2006/12/26 20:26,120.48 ,21.87 ,15,台湾屏东县海域,7.2
2006/12/24 9:58,74.42 ,39.90 ,17,新疆乌恰,4.8
2006/12/24 1:28,122.15 ,24.88 ,10,台湾宜兰县海域,5
2006/11/23 19:04,83.45 ,44.25 ,15,新疆塔城地区乌苏市,5.1
2006/11/18 19:08,120.03 ,20.78 ,15,台湾屏东县海域,5
2006/11/13 16:02,119.93 ,20.90 ,15,台湾屏东县海域,5.1
2006/10/12 22:46,122.42 ,24.08 ,33,台湾花莲县海域,5.8
2006/10/11 14:43,119.95 ,20.95 ,15,台湾屏东县海域,5.7
2006/10/11 9:26,119.88 ,21.03 ,15,台湾屏东县海域,5.3
2006/10/11 9:24,119.87 ,20.83 ,15,台湾屏东县海域,5.3
2006/10/9 19:43,119.95 ,20.72 ,15,台湾屏东县海域,5.1
2006/10/9 19:08,119.93 ,20.78 ,15,台湾屏东县海域,5.7
2006/10/9 18:01,119.93 ,20.85 ,33,台湾屏东县海域,6.3
2006/9/12 2:12,78.50 ,35.32 ,25,新疆和田地区和田县,5.4
2006/8/30 16:05,77.47 ,39.55 ,24,新疆伽师,4.8
2006/8/25 13:51,104.10 ,28.03 ,15,云南昭通市盐津县,5.1
2006/8/12 7:51,121.30 ,22.63 ,,台湾台东海域,4.8
2006/7/28 15:40,122.40 ,24.08 ,15,台湾花莲县海域,6
2006/7/22 9:10,104.13 ,28.02 ,15,云南昭通市盐津县,5.1
2006/7/19 17:53,96.35 ,33.03 ,15,青海玉树州玉树市,5.6
2006/7/18 4:41,96.28 ,33.07 ,15,青海玉树州玉树市,5
2006/7/4 11:56,116.28 ,38.90 ,15,河北廊坊市文安县,5.1
2006/6/21 0:52,104.90 ,33.07 ,33,甘肃陇南市文县,5
2006/5/7 9:53,120.62 ,21.80 ,33,台湾屏东县海域,5
2006/4/29 2:01,80.57 ,41.72 ,40,新疆温宿,4.8
2006/4/28 17:05,121.65 ,24.00 ,10,台湾花莲县海域,5.4
2006/4/20 5:05,90.30 ,31.50 ,15,西藏那曲市班戈县,5.6
2006/4/16 6:40,121.28 ,22.93 ,15,台湾台东县海域,5.9
2006/4/14 17:27,89.70 ,35.40 ,15,青海玉树州治多县,5.6
2006/4/1 18:02,121.13 ,22.85 ,15,台湾台东县,6.5
2006/3/31 20:23,124.05 ,44.60 ,15,吉林松原市前郭尔罗斯县,5
2006/3/30 7:38,95.40 ,35.50 ,10,青海玉树州曲麻莱县,5.2
2006/3/9 12:07,120.52 ,23.72 ,,台湾云林,4.8
2006/2/26 10:13,89.80 ,35.50 ,33,青海玉树州治多县,5.5
2006/1/12 9:05,101.55 ,23.30 ,15,云南普洱市墨江县,5
2005/11/26 12:55,115.72 ,29.70 ,15,江西九江、瑞昌间,4.8
2005/11/26 8:49,115.72 ,29.72 ,15,江西九江市柴桑区,5.7
2005/10/20 20:51,82.55 ,41.82 ,18,新疆拜城,4.7
2005/9/27 2:50,121.38 ,23.28 ,15,台湾台东县,5.3
2005/9/26 8:05,82.52 ,41.82 ,14,新疆拜城,4.7
2005/9/23 13:22,82.52 ,41.80 ,31,新疆拜城,4.8
2005/9/23 13:00,82.55 ,41.82 ,19,新疆拜城,4.9
2005/9/19 11:27,120.90 ,49.80 ,15,内蒙古陈巴尔虎旗牙克石市间,4.7
2005/9/6 9:16,122.13 ,24.08 ,15,台湾花莲县海域,6
2005/8/26 5:08,79.40 ,37.13 ,33,新疆和田地区墨玉县,5.2
2005/8/25 6:32,79.78 ,39.83 ,33,新疆喀什地区巴楚县,5.1
2005/8/13 12:58,104.07 ,23.62 ,15,云南文山州文山市,5.3
2005/8/5 22:14,103.15 ,26.55 ,20,云南曲靖市会泽县,5.3
2005/8/5 21:45,103.13 ,26.55 ,21,云南会泽,4.7
2005/7/25 23:43,125.05 ,46.98 ,15,黑龙江大庆市林甸县,5.1
2005/7/20 21:06,122.37 ,24.75 ,10,台湾宜兰县海域,5.3
2005/6/18 17:31,121.65 ,23.93 ,5,台湾花莲,4.8
2005/6/17 10:26,121.12 ,21.23 ,24,台湾兰屿,4.7
2005/6/10 9:32,121.92 ,23.97 ,8,台湾花莲,4.9
2005/6/8 0:45,121.85 ,23.97 ,10,台湾花莲县海域,5.5
2005/6/2 4:06,94.62 ,28.88 ,33,西藏林芝市墨脱县,5.9
2005/6/2 0:02,122.00 ,24.70 ,50,台湾宜兰县海域,5.4
2005/6/1 12:12,89.48 ,35.68 ,38,西藏可可西里山,4.7
2005/4/30 22:48,121.63 ,24.08 ,15,台湾花莲县海域,5.4
2005/4/9 3:51,83.67 ,30.52 ,10,西藏仲巴,4.7
2005/4/8 5:42,83.75 ,30.32 ,10,西藏仲巴,4.7
2005/4/8 5:41,83.68 ,30.58 ,33,西藏日喀则市仲巴县,5.2
2005/4/8 4:04,83.67 ,30.48 ,33,西藏日喀则市仲巴县,6.5
2005/4/6 16:44,78.77 ,41.45 ,33,新疆阿克苏地区乌什县,5.1
2005/3/6 3:06,121.90 ,24.70 ,15,台湾宜兰县海域,6.3
2005/2/19 4:18,121.63 ,23.37 ,33,台湾台东县海域,5.6
2005/2/15 20:41,89.50 ,47.70 ,19,新疆富蕴,4.8
2005/2/15 19:16,79.38 ,41.75 ,15,新疆阿克苏地区乌什县,5.1
2005/2/15 7:38,79.37 ,41.72 ,33,新疆阿克苏地区乌什县,6.2
2005/2/1 9:59,121.80 ,24.33 ,15,台湾宜兰县海域,5
2005/1/26 0:30,100.72 ,22.63 ,15,云南普洱市思茅区,5
2005/1/21 22:28,122.18 ,24.67 ,,台湾宜兰,4.9
2004/12/26 15:30,101.53 ,24.70 ,15,云南楚雄州双柏县,5
2004/11/11 10:16,122.07 ,24.40 ,15,台湾宜兰县海域,5.7
2004/11/10 22:48,122.30 ,24.10 ,,台湾花莲,4.7
2004/11/9 3:38,122.53 ,24.03 ,15,台湾花莲县海域,5
2004/11/8 23:54,122.62 ,23.97 ,15,台湾花莲县海域,6.5
2004/10/26 10:11,81.15 ,31.02 ,33,西藏阿里地区普兰县,5.7
2004/10/19 6:11,99.08 ,25.10 ,10,云南保山市隆阳区,5
2004/10/15 12:08,123.00 ,24.40 ,96,先岛群岛海域,6.2
2004/9/28 1:05,95.57 ,29.78 ,38,西藏波密,4.8
2004/9/17 2:31,111.87 ,21.77 ,10,广东阳江,4.9
2004/9/7 20:15,103.92 ,34.73 ,33,甘肃定西市岷县,5
2004/8/26 2:45,96.53 ,37.47 ,,青海德令哈,4.7
2004/8/25 21:54,81.05 ,45.37 ,37,温泉北,4.7
2004/8/24 18:05,92.18 ,32.53 ,25,西藏那曲市安多县,5.8
2004/8/10 18:26,103.60 ,27.17 ,15,云南昭通市鲁甸县,5.6
2004/7/29 6:22,83.57 ,30.75 ,10,西藏仲巴,4.9
2004/7/12 7:57,83.63 ,30.72 ,15,西藏隆格尔,4.7
2004/7/12 7:08,83.67 ,30.68 ,33,西藏日喀则市仲巴县,6.7
2004/7/6 15:31,122.03 ,24.93 ,10,台湾宜兰县海域,5.4
2004/7/3 22:10,89.33 ,34.08 ,33,西藏那曲市双湖县,5.2
2004/6/29 16:11,92.62 ,35.73 ,15,青海玉树州治多县,5.3
2004/6/7 5:39,94.78 ,43.50 ,19,新疆哈密,4.7
2004/5/23 22:46,89.32 ,34.03 ,3,西藏玛尼东南,4.9
2004/5/23 15:38,89.30 ,34.30 ,33,西藏那曲市安多县,5.3
2004/5/23 10:22,89.28 ,34.02 ,10,西藏玛尼东南,4.7
2004/5/23 10:20,89.22 ,34.02 ,10,西藏玛尼东南,4.9
2004/5/19 15:04,121.30 ,22.83 ,15,台湾台东县海域,6.7
2004/5/16 14:04,121.75 ,23.23 ,15,台湾台东县海域,5.4
2004/5/11 7:27,96.40 ,37.72 ,20,青海海西州德令哈市,5.9
2004/5/8 16:02,121.55 ,21.97 ,25,台湾屏东县海域,5.6
2004/5/4 19:36,96.57 ,37.52 ,20,青海海西州德令哈市,5.1
2004/5/4 13:05,96.57 ,37.43 ,20,青海海西州德令哈市,5.5
2004/5/1 15:56,121.50 ,24.07 ,15,台湾花莲县,5.2
2004/4/22 18:02,89.13 ,33.95 ,25,西藏那曲市双湖县,5
2004/4/6 18:30,89.20 ,33.93 ,4,西藏玛尼东南,4.9
2004/3/29 6:27,89.30 ,34.20 ,33,西藏那曲市安多县,5
2004/3/29 6:05,89.40 ,34.30 ,33,西藏那曲市安多县,5
2004/3/28 4:05,89.20 ,34.00 ,20,西藏玛尼东南,4.8
2004/3/28 2:47,89.40 ,34.00 ,33,西藏那曲市双湖县,6.3
2004/3/28 2:45,89.40 ,34.20 ,33,西藏那曲市安多县,5.8
2004/3/24 9:53,118.25 ,45.38 ,10,内蒙古锡林郭勒盟东乌珠穆沁旗,5.9
2004/3/17 5:23,96.67 ,37.57 ,33,青海海西州德令哈市,5.2
2004/3/7 21:29,91.40 ,31.70 ,15,西藏那曲市安多县,5.6
2004/3/6 19:54,92.00 ,33.40 ,,青海唐古拉山,4.9
2004/3/4 16:15,100.97 ,34.08 ,,甘肃玛曲,4.8
2004/3/2 20:30,96.62 ,37.63 ,,青海德令哈,4.7
2004/2/26 12:33,122.82 ,24.13 ,10,先岛群岛海域,5.1
2004/2/25 4:21,96.68 ,37.50 ,33,青海海西州德令哈市,5
2004/2/16 7:23,78.70 ,36.85 ,55,新疆和田,4.7
2004/2/4 11:24,121.97 ,23.60 ,33,台湾花莲县海域,5.1
2004/1/29 3:13,121.02 ,22.92 ,10,台湾台东县,5
2003/12/24 7:54,125.68 ,26.32 ,10,东海海域,5.1
2003/12/24 7:15,125.77 ,26.32 ,10,东海海域,5.4
2003/12/24 7:01,125.82 ,26.28 ,10,东海海域,5.1
2003/12/18 0:27,121.25 ,22.73 ,15,台湾台东县海域,5
2003/12/12 21:39,94.68 ,37.80 ,,青海大柴旦,4.9
2003/12/11 8:01,121.32 ,22.90 ,15,台湾台东县海域,5.3
2003/12/10 16:46,121.30 ,22.95 ,15,台湾台东县海域,5
2003/12/10 12:38,121.35 ,23.13 ,10,台湾台东县,7
2003/12/1 10:06,80.50 ,43.00 ,29,新疆昭苏,4.8
2003/12/1 9:38,80.10 ,43.10 ,15,哈萨克斯坦,6.1
2003/11/26 21:38,103.63 ,27.20 ,33,云南昭通市鲁甸县,5
2003/11/25 13:40,111.63 ,36.17 ,15,山西洪洞,4.9
2003/11/17 9:35,87.92 ,50.15 ,,俄罗斯,5.6
2003/11/15 2:49,103.62 ,27.17 ,15,云南昭通市鲁甸县,5.1
2003/11/13 10:35,103.93 ,34.75 ,10,甘肃甘南州卓尼县,5.2
2003/11/1 2:09,101.22 ,25.93 ,3,云南大姚,4.7
2003/10/25 20:48,100.97 ,38.32 ,15,甘肃张掖市民乐县,5.8
2003/10/25 20:41,100.93 ,38.35 ,33,甘肃张掖市民乐县,6.1
2003/10/23 8:25,88.10 ,49.60 ,,俄罗斯,5.4
2003/10/17 13:30,87.75 ,50.30 ,,俄罗斯,5.7
2003/10/16 20:28,101.30 ,25.92 ,10,云南楚雄州大姚县,6.1
2003/10/13 13:26,87.75 ,50.20 ,,俄罗斯,5.9
2003/10/11 9:36,84.65 ,43.08 ,36,新疆新源,4.9
2003/10/10 0:06,87.80 ,50.20 ,,俄罗斯,5.4
2003/10/1 11:48,88.07 ,50.10 ,,俄罗斯,5.2
2003/10/1 11:03,88.25 ,50.20 ,,俄罗斯,5
2003/10/1 9:03,87.72 ,50.18 ,10,俄罗斯,7.3
2003/9/30 16:27,87.97 ,50.05 ,,俄罗斯,5.4
2003/9/29 23:27,88.02 ,50.12 ,,俄罗斯,5
2003/9/28 2:52,87.90 ,50.00 ,,俄罗斯,6.9
2003/9/27 23:31,87.87 ,50.27 ,,俄罗斯,5
2003/9/27 21:38,88.00 ,49.83 ,,俄罗斯,5
2003/9/27 21:16,88.02 ,50.15 ,,俄罗斯,5.6
2003/9/27 21:03,88.22 ,50.37 ,,俄罗斯,5.2
2003/9/27 19:58,88.02 ,50.05 ,,俄罗斯,5.8
2003/9/27 19:33,87.82 ,50.02 ,16,俄罗斯,7.9
2003/9/11 6:55,121.23 ,22.88 ,,台湾台东,4.8
2003/9/2 7:16,75.13 ,38.57 ,15,新疆克孜勒苏州阿克陶县,5.9
2003/9/1 7:08,132.27 ,43.38 ,481,俄罗斯,6
2003/8/21 10:17,101.27 ,27.42 ,10,四川凉山州盐源县,5
2003/8/18 17:03,95.60 ,29.57 ,33,西藏林芝市墨脱县,5.7
2003/8/16 18:58,119.87 ,43.92 ,15,内蒙古赤峰市阿鲁科尔沁旗,5.9
2003/8/6 20:23,121.63 ,23.95 ,,台湾花莲县海域,5
2003/8/3 19:35,121.67 ,24.08 ,,台湾花莲,4.7
2003/7/21 23:16,101.23 ,25.95 ,15,云南楚雄州大姚县,6.2
2003/7/18 4:10,119.20 ,18.40 ,,南海海域,5.1
2003/7/7 14:55,89.47 ,34.30 ,33,西藏那曲市安多县,6.1
2003/6/17 2:33,121.45 ,23.73 ,,台湾花莲县,5.1
2003/6/10 16:40,121.47 ,23.67 ,15,台湾花莲县,6
2003/6/9 13:08,121.83 ,24.47 ,,台湾苏澳,4.8
2003/6/9 9:52,121.80 ,24.47 ,33,台湾宜兰县,5.8
2003/6/5 0:28,77.62 ,39.52 ,33,新疆喀什地区伽师县,5.2
2003/5/29 22:18,81.00 ,36.17 ,20,新疆于田,4.9
2003/5/25 3:32,92.40 ,32.70 ,33,西藏那曲市安多县,5
2003/5/21 2:34,93.10 ,32.80 ,,青海玉树州杂多县,5
2003/5/15 9:17,122.33 ,25.12 ,,台湾新北市海域,5
2003/5/4 23:44,77.17 ,39.40 ,15,新疆喀什地区伽师县,5.8
2003/5/3 14:12,96.62 ,37.48 ,,青海德令哈,4.7
2003/4/21 13:51,96.82 ,37.53 ,,青海德令哈,4.9
2003/4/20 3:41,96.42 ,37.35 ,,青海德令哈,4.9
2003/4/18 1:11,96.45 ,37.62 ,,青海德令哈,4.9
2003/4/17 19:29,96.43 ,37.37 ,,青海德令哈,4.7
2003/4/17 8:48,96.57 ,37.65 ,15,青海海西州德令哈市,6.6
2003/3/31 7:15,77.40 ,39.52 ,10,新疆喀什地区伽师县,5.2
2003/3/30 19:10,123.63 ,37.87 ,,黄海辽宁沈阳,4.7
2003/3/23 4:38,124.40 ,34.92 ,0,黄海,4.8
2003/3/16 6:59,77.27 ,39.60 ,,新疆喀什地区伽师县,5
2003/3/12 12:47,77.43 ,39.55 ,15,新疆喀什地区伽师县,5.9
2003/2/25 11:52,77.37 ,39.57 ,33,新疆喀什地区伽师县,5.5
2003/2/25 5:18,77.20 ,39.65 ,33,新疆喀什地区伽师县,5
2003/2/24 10:03,77.27 ,39.62 ,33,新疆喀什地区伽师县,6.8
2003/2/14 1:34,85.70 ,43.90 ,,新疆塔城地区沙湾市,5.4
2003/2/11 18:36,93.80 ,32.60 ,33,青海玉树州杂多县,5.1
2003/2/8 15:19,121.35 ,21.18 ,,台湾恒春,4.7
2003/1/17 6:15,89.93 ,32.60 ,,西藏那曲市双湖县,5
2003/1/16 19:36,88.00 ,29.80 ,12,西藏谢通门,4.8
2003/1/4 19:07,77.02 ,39.67 ,,新疆喀什地区伽师县,5.4
2002/12/25 20:57,75.40 ,39.60 ,10,新疆喀什地区疏附县,5.7
2002/12/14 21:27,97.33 ,39.82 ,22,甘肃酒泉市玉门市,5.9
2002/12/9 4:54,124.83 ,50.88 ,5,内蒙古鄂伦春旗,4.7
2002/10/27 4:28,96.12 ,35.18 ,15,青海玉树州曲麻莱县,5.4
2002/10/20 23:46,117.33 ,44.68 ,0,内蒙古西乌珠穆沁旗,4.8
2002/9/30 16:35,120.60 ,23.37 ,,台湾嘉义县,5.1
2002/9/28 1:14,93.63 ,33.38 ,,青海玉树州杂多县,5.2
2002/9/25 6:43,121.10 ,22.72 ,,台湾台东县,5
2002/9/16 8:03,122.22 ,25.05 ,,台湾新北市海域,5.5
2002/9/15 16:39,129.90 ,44.70 ,586,黑龙江牡丹江市穆棱市,5.6
2002/9/15 9:06,122.27 ,24.10 ,15,台湾花莲县海域,5
2002/9/6 19:01,120.70 ,23.80 ,33,台湾南投县,5
2002/9/3 1:52,112.58 ,37.85 ,0,山西省寿阳县,4.7
2002/9/1 15:07,122.60 ,24.00 ,33,台湾花莲县海域,5.5
2002/9/1 13:56,122.18 ,24.10 ,,台湾花莲县海域,5.6
2002/8/30 4:05,121.55 ,24.88 ,96,台湾新北市,5
2002/8/29 1:05,121.33 ,22.30 ,,台湾台东县海域,5.4
2002/8/10 17:03,121.68 ,24.20 ,,台湾花莲县海域,5
2002/8/8 19:42,100.02 ,30.87 ,,四川甘孜州新龙县,5.3
2002/7/23 20:48,122.27 ,35.62 ,,黄海云南文山,4.7
2002/7/11 15:36,122.25 ,24.08 ,10,台湾花莲县海域,5.9
2002/6/29 14:54,94.30 ,34.10 ,,青海玉树州治多县,5.9
2002/6/29 1:19,130.60 ,43.50 ,540,吉林延边州汪清县,7.2
2002/6/14 15:22,121.43 ,23.65 ,,台湾花莲,4.7
2002/6/14 4:40,122.07 ,24.88 ,,台湾宜兰县海域,5.4
2002/6/4 22:36,81.43 ,30.58 ,33,西藏阿里地区普兰县,5.7
2002/5/31 2:14,73.20 ,39.60 ,11,乌孜别里山口西北,4.7
2002/5/30 14:53,121.92 ,24.85 ,,台湾宜兰,4.8
2002/5/30 1:54,95.45 ,36.95 ,,青海格尔木,4.7
2002/5/29 0:45,122.10 ,24.03 ,,台湾花莲县海域,6.2
2002/5/15 11:46,121.90 ,24.75 ,,台湾宜兰县海域,6.5
2002/5/13 9:52,103.08 ,25.28 ,0,云南嵩明,4.9
2002/4/28 21:23,122.83 ,24.08 ,33,先岛群岛海域,5.1
2002/4/22 3:34,114.42 ,37.27 ,10,河北隆尧县,4.8
2002/4/20 16:48,121.57 ,22.93 ,,台湾台东,4.7
2002/4/4 2:06,122.02 ,24.27 ,,台湾花莲县海域,5.4
2002/3/31 14:52,122.20 ,24.17 ,,台湾花莲县海域,7.5
2002/2/12 11:27,121.50 ,23.93 ,10,台湾花莲县,5.7
2002/1/20 6:14,101.53 ,21.33 ,3,云南勐腊,4.8
2002/1/9 1:00,120.80 ,24.43 ,,台湾苗栗县,5.1
2001/12/28 8:41,122.72 ,24.05 ,10,台湾花莲县海域,5.5
2001/12/23 5:40,122.80 ,24.20 ,,先岛群岛海域,5.2
2001/12/18 13:13,123.03 ,24.02 ,10,花莲以东,4.8
2001/12/18 12:02,122.20 ,24.17 ,,台湾花莲县海域,7.5
2001/12/8 12:12,93.30 ,36.00 ,10,青海海西州格尔木市,5.4
2001/12/3 6:41,88.17 ,27.15 ,33,定结南,4.7
2001/12/1 20:25,93.92 ,35.58 ,10,青海格尔木,4.7
2001/11/30 18:43,91.08 ,36.12 ,,新疆巴音郭楞州若羌县,5.1
2001/11/27 16:53,81.62 ,29.63 ,33,普兰东南,4.9
2001/11/20 1:45,93.63 ,35.72 ,,青海玉树州治多县,5.6
2001/11/19 5:59,93.68 ,35.72 ,10,青海玉树州治多县,5.7
2001/11/16 5:42,94.53 ,35.62 ,10,青海格尔木,4.7
2001/11/16 4:46,94.72 ,35.25 ,10,青海格尔木,4.7
2001/11/15 7:05,94.70 ,35.60 ,10,青海海西州格尔木市,5.3
2001/11/14 19:40,93.97 ,35.62 ,10,青海格尔木,4.8
2001/11/14 19:04,89.97 ,35.75 ,10,青海格尔木,4.8
2001/11/14 18:58,94.02 ,35.75 ,10,青海格尔木,4.7
2001/11/14 18:58,93.89 ,35.67 ,11,青海海西州格尔木市,5.8
2001/11/14 17:45,93.24 ,35.63 ,15,青海海西州格尔木市,5.8
2001/11/14 17:26,90.90 ,36.20 ,15,青海玉树州治多县,8.1
2001/10/27 13:35,100.57 ,26.23 ,10,云南丽江市永胜县,6
2001/9/18 6:44,120.62 ,23.28 ,,台湾嘉义县,5.2
2001/9/11 16:39,121.82 ,24.17 ,10,台湾花莲县海域,5.1
2001/9/4 12:05,100.55 ,23.63 ,10,云南普洱市景谷县,5
2001/8/7 11:53,120.92 ,21.43 ,,台湾屏东县海域,5.4
2001/7/26 0:02,95.90 ,33.30 ,10,青海玉树州玉树市,5.7
2001/7/17 19:32,99.43 ,35.53 ,10,青海海南州兴海县,5
2001/7/15 2:36,102.63 ,24.33 ,,云南玉溪市江川区,5.1
2001/7/11 5:41,97.90 ,39.03 ,,甘肃张掖市肃南县,5.3
2001/7/10 7:51,101.38 ,24.93 ,,云南楚雄州楚雄市,5.3
2001/6/23 10:48,105.48 ,29.45 ,0,重庆市荣昌,4.9
2001/6/19 13:43,121.02 ,23.18 ,10,台湾台东县,5.4
2001/6/19 13:16,121.08 ,23.08 ,10,台湾台东县,5.5
2001/6/14 10:35,121.87 ,24.57 ,33,台湾宜兰县海域,6.4
2001/6/13 21:17,122.07 ,24.48 ,33,台湾宜兰县海域,5.5
2001/6/8 2:03,99.02 ,24.82 ,10,云南保山市施甸县,5.3
2001/6/5 22:56,107.80 ,41.30 ,0,内蒙古五原,4.8
2001/5/24 5:10,100.80 ,27.63 ,,云南丽江市宁蒗县,5.8
2001/5/21 23:35,106.12 ,36.88 ,0,宁夏同心,4.7
2001/4/28 18:37,87.20 ,28.85 ,,西藏日喀则市定日县,5.2
2001/4/27 10:02,121.05 ,23.65 ,10,台湾南投县,5.1
2001/4/12 18:46,99.02 ,24.83 ,,云南保山市施甸县,5.9
2001/4/10 11:13,99.02 ,24.80 ,,云南保山市施甸县,5.2
2001/3/24 7:23,84.60 ,43.02 ,,新疆巴音郭楞州和静县,5.1
2001/3/12 16:57,99.82 ,22.30 ,,云南普洱市澜沧县,5
2001/3/5 23:50,86.50 ,34.20 ,10,西藏那曲市尼玛县,6.4
2001/3/2 0:37,120.92 ,23.93 ,,台湾南投县,5.6
2001/2/23 8:09,101.10 ,29.42 ,15,四川甘孜州雅江县,6
2001/2/19 23:51,102.83 ,21.43 ,10,金平南,4.8
2001/2/17 7:13,122.38 ,24.58 ,109,台湾宜兰,4.8
2001/2/14 15:27,101.08 ,29.40 ,15,四川甘孜州雅江县,5
2001/1/27 18:51,77.22 ,36.02 ,95,赛图拉,4.8
2001/1/11 16:36,120.90 ,24.20 ,15,台湾台中市,5.1
2000/12/30 2:03,121.90 ,24.47 ,10,台湾宜兰县海域,5.1
2000/12/26 11:21,122.25 ,21.22 ,,台湾东南,4.7
2000/12/13 4:32,122.53 ,24.12 ,,台湾花莲县海域,5.3
2000/12/11 3:30,120.27 ,23.12 ,10,台湾台南市,5.3
2000/11/29 19:00,121.40 ,24.20 ,10,台湾花莲县,5
2000/11/26 10:01,90.47 ,35.87 ,,青海玉树州治多县,5.1
2000/11/9 6:46,90.80 ,34.10 ,15,青海海西州格尔木市,5.2
2000/10/31 13:20,91.60 ,32.60 ,10,西藏那曲市安多县,5.5
2000/10/31 7:17,92.40 ,32.80 ,,青海海西州格尔木市,5.4
